"Item_Identifier","Outlet_Identifier","Prediction (Item_Outlet_Sales)"
"FDZ57","OUT027",3533
"FDF02","OUT010",-275
"FDG28","OUT045",3847
"NCI31","OUT046",627
"FDT43","OUT013",968
"FDU20","OUT046",2059
"FDD53","OUT013",784
"FDW15","OUT045",2379
"NCT53","OUT045",2547
"NCG55","OUT027",3229
"FDD48","OUT035",2055
"FDG47","OUT049",4267
"FDI21","OUT017",1207
"FDT27","OUT017",3887
"DRO35","OUT013",1916
"FDD33","OUT017",3891
"FDC04","OUT035",4007
"FDY34","OUT013",2728
"DRJ49","OUT049",2131
"FDE05","OUT049",2399
"FDU31","OUT017",3695
"NCN19","OUT027",4405
"FDK56","OUT027",4357
"FDK58","OUT017",1831
"NCJ42","OUT035",1831
"FDZ34","OUT027",4485
"FDA52","OUT018",2617
"NCR29","OUT013",952
"FDT48","OUT035",3415
"DRJ51","OUT019",1656
"NCS54","OUT046",2827
"FDV01","OUT035",2711
"DRG51","OUT027",3965
"NCG42","OUT013",2132
"FDA51","OUT049",1875
"FDV19","OUT010",709
"NCT18","OUT045",2803
"NCS41","OUT045",2879
"FDO03","OUT046",3691
"FDL12","OUT010",-927
"FDY37","OUT010",445
"FDI58","OUT049",1599
"FDT28","OUT018",2137
"NCC42","OUT010",289
"FDO01","OUT017",2295
"FDJ02","OUT013",2472
"FDQ04","OUT018",461
"DRL47","OUT013",2084
"FDZ32","OUT035",2007
"FDC35","OUT035",3463
"FDX14","OUT045",1091
"FDZ35","OUT013",1672
"FDL14","OUT013",2616
"FDO04","OUT049",975
"DRK11","OUT017",2619
"FDB44","OUT018",3193
"FDZ50","OUT049",2995
"FDI12","OUT027",2877
"FDU43","OUT017",3955
"FDD58","OUT010",-351
"FDB27","OUT017",3195
"FDB04","OUT018",1177
"NCO17","OUT013",1992
"FDL12","OUT017",1103
"DRJ13","OUT049",2611
"FDD57","OUT045",1567
"FDW19","OUT035",2071
"DRD27","OUT018",1377
"FDH27","OUT027",3685
"NCW30","OUT027",5509
"FDR40","OUT018",1133
"FDG05","OUT013",2552
"NCY41","OUT019",-1320
"FDI38","OUT018",3137
"FDR20","OUT046",843
"FDE09","OUT017",1951
"FDN50","OUT019",-280
"DRF27","OUT045",2355
"DRF51","OUT013",604
"NCO02","OUT019",-832
"FDB51","OUT027",2405
"FDJ50","OUT013",980
"FDN52","OUT013",1420
"FDX14","OUT013",1260
"FDT27","OUT019",1872
"FDV10","OUT013",784
"FDU33","OUT046",763
"FDU58","OUT046",3019
"NCP42","OUT027",4485
"FDL51","OUT027",4677
"DRH15","OUT027",2101
"FDU16","OUT017",1527
"FDW15","OUT017",2567
"FDQ44","OUT045",1955
"NCI06","OUT027",4245
"DRK23","OUT019",2088
"FDC28","OUT035",1943
"NCY17","OUT019",-1136
"NCV05","OUT018",2245
"FDM34","OUT019",200
"DRD60","OUT027",4309
"FDT38","OUT046",1371
"FDQ57","OUT018",2109
"FDE59","OUT027",2021
"NCM43","OUT046",2619
"DRI51","OUT049",2759
"NCG30","OUT017",2063
"NCK54","OUT035",2015
"FDQ16","OUT019",-152
"FDI36","OUT013",3108
"FDX16","OUT027",3749
"FDA34","OUT046",2843
"FDJ48","OUT018",3709
"FDU47","OUT035",2423
"FDS39","OUT046",2331
"FDD11","OUT046",4043
"FDM16","OUT027",2645
"FDU56","OUT018",2737
"FDQ32","OUT017",2175
"DRK35","OUT013",724
"FDA58","OUT049",3751
"DRG48","OUT019",416
"FDT59","OUT010",1773
"FDQ31","OUT019",-368
"FDS51","OUT018",853
"FDW32","OUT027",2877
"FDI15","OUT027",5501
"NCV30","OUT017",1111
"DRG25","OUT049",3051
"FDT02","OUT013",612
"FDO33","OUT027",3221
"FDP38","OUT035",1079
"FDZ45","OUT035",3319
"NCA54","OUT027",4245
"FDU33","OUT017",883
"FDN58","OUT017",3859
"FDI05","OUT045",1159
"FDM57","OUT019",-552
"NCS42","OUT027",2821
"FDB57","OUT045",3551
"FDC03","OUT045",3051
"FDZ58","OUT013",1984
"NCK29","OUT045",1903
"NCR53","OUT045",3423
"FDE26","OUT027",3733
"FDU52","OUT049",2511
"FDE41","OUT027",2781
"FDU38","OUT018",2745
"FDA52","OUT017",2907
"FDW46","OUT046",1115
"DRI59","OUT035",3799
"FDT38","OUT035",1527
"FDL33","OUT018",2881
"FDQ01","OUT027",5413
"FDJ08","OUT046",3067
"FDQ47","OUT049",671
"NCZ18","OUT013",3948
"FDE29","OUT017",1059
"FDF10","OUT027",3733
"FDC48","OUT049",1463
"FDY58","OUT013",3684
"NCX30","OUT010",1993
"FDV11","OUT013",2900
"FDT46","OUT046",843
"DRD01","OUT019",-960
"FDQ11","OUT013",4152
"NCM41","OUT017",1627
"NCC55","OUT013",640
"FDG45","OUT027",4805
"NCQ54","OUT049",2735
"FDM34","OUT045",2007
"FDD17","OUT019",1856
"FDN38","OUT027",5405
"FDB53","OUT018",2157
"NCL06","OUT035",4295
"NCV18","OUT019",-640
"FDX25","OUT013",3004
"FDB39","OUT046",907
"FDC33","OUT049",3283
"NCO14","OUT018",513
"FDA58","OUT027",5133
"NCQ02","OUT017",3083
"NCR53","OUT017",3671
"FDN52","OUT046",1419
"FDG26","OUT046",4091
"FDE23","OUT027",2269
"DRI37","OUT013",992
"DRH37","OUT018",2409
"FDO01","OUT035",2327
"FDK45","OUT049",2115
"FDP23","OUT049",3535
"FDM33","OUT035",3655
"FDD36","OUT017",2079
"FDL56","OUT017",1515
"FDT27","OUT010",1841
"FDG52","OUT017",843
"NCL42","OUT035",4023
"DRJ24","OUT046",2979
"FDV38","OUT046",827
"FDT35","OUT045",2671
"FDY51","OUT045",3415
"FDC37","OUT017",1855
"NCP43","OUT013",2936
"FDO33","OUT045",1723
"FDW04","OUT018",1897
"NCC31","OUT046",2475
"FDK22","OUT049",3511
"FDJ50","OUT017",1079
"FDV13","OUT017",1643
"DRL60","OUT017",2551
"FDW03","OUT017",1875
"FDY27","OUT035",2999
"FDB39","OUT027",2285
"FDU59","OUT045",2515
"FDZ57","OUT049",2207
"FDO21","OUT049",3695
"FDS43","OUT018",2833
"FDU28","OUT010",1053
"FDC51","OUT010",61
"FDW16","OUT010",-411
"FDP32","OUT010",93
"FDB60","OUT019",1232
"NCQ30","OUT046",1931
"FDD26","OUT049",3063
"FDI44","OUT045",1219
"DRH23","OUT046",891
"FDO44","OUT046",1811
"FDG04","OUT046",2995
"FDM32","OUT027",2949
"FDM09","OUT013",2772
"FDZ47","OUT013",1684
"FDM40","OUT027",3589
"FDY48","OUT017",1795
"NCM30","OUT045",619
"FDX36","OUT010",1625
"DRF03","OUT017",755
"FDN51","OUT049",4243
"FDM57","OUT049",1467
"FDB35","OUT049",1659
"FDY13","OUT027",2709
"FDA37","OUT017",2211
"NCX53","OUT017",2415
"FDD59","OUT018",1169
"FDX10","OUT019",-1312
"FDC03","OUT018",2881
"FDW43","OUT035",3863
"FDW10","OUT046",2803
"FDY14","OUT027",5517
"FDV43","OUT045",735
"FDO40","OUT013",2444
"FDP46","OUT027",2869
"NCE43","OUT019",704
"FDD05","OUT035",2119
"FDJ60","OUT010",745
"DRE27","OUT018",1313
"FDO11","OUT035",4215
"DRG11","OUT027",3133
"FDK33","OUT010",1501
"DRM23","OUT045",2615
"FDJ02","OUT027",3821
"NCZ05","OUT045",1627
"NCL30","OUT013",2044
"FDZ19","OUT018",2577
"FDM45","OUT049",2031
"FDO36","OUT046",2891
"NCK31","OUT045",787
"DRJ37","OUT045",2371
"FDP24","OUT018",1701
"FDF46","OUT013",1852
"FDX46","OUT019",-912
"NCL18","OUT045",2923
"FDJ26","OUT013",3476
"FDJ07","OUT045",1831
"FDY15","OUT013",2468
"DRG01","OUT045",1155
"FDF58","OUT045",1031
"FDZ14","OUT019",48
"FDP31","OUT049",1171
"FDH45","OUT013",832
"FDA09","OUT010",853
"FDW31","OUT035",3431
"FDA57","OUT046",715
"NCE55","OUT035",2935
"FDC17","OUT019",1472
"FDC59","OUT013",1196
"FDA22","OUT013",2756
"FDK52","OUT035",3711
"NCM26","OUT046",2451
"NCT53","OUT035",2847
"FDW45","OUT018",2161
"NCI18","OUT035",3703
"FDE38","OUT018",2425
"FDF08","OUT019",-384
"FDY58","OUT010",1709
"FDF58","OUT019",-824
"FDX39","OUT017",3511
"FDB44","OUT049",3483
"FDF28","OUT013",2104
"FDE39","OUT013",1916
"FDT37","OUT018",3813
"FDZ45","OUT017",3271
"FDO40","OUT035",2583
"FDM57","OUT027",2821
"DRG36","OUT017",2819
"FDY36","OUT010",-711
"DRL60","OUT027",3789
"FDS25","OUT019",-144
"DRF49","OUT027",3189
"FDP16","OUT045",3811
"FDS60","OUT049",2971
"FDU15","OUT027",2125
"FDK43","OUT046",2043
"FDN25","OUT046",1067
"FDE53","OUT049",1755
"FDB22","OUT013",2508
"FDE39","OUT017",2023
"FDX35","OUT035",3815
"NCG54","OUT049",2723
"FDH27","OUT035",2487
"NCK42","OUT013",3460
"FDS25","OUT049",1843
"FDI10","OUT018",2549
"FDU35","OUT035",1799
"FDI04","OUT017",3295
"DRK23","OUT035",4167
"FDB53","OUT019",352
"FDY02","OUT049",4195
"FDM60","OUT035",935
"NCJ31","OUT010",1689
"DRP35","OUT017",2139
"NCQ30","OUT018",1729
"DRL11","OUT010",605
"FDU01","OUT013",3072
"FDR39","OUT035",3063
"FDO08","OUT046",2739
"FDC02","OUT045",4079
"NCZ29","OUT035",2223
"FDF29","OUT010",213
"FDZ23","OUT017",3143
"NCU53","OUT018",2409
"NCW30","OUT013",4132
"NCM26","OUT027",3869
"FDV50","OUT027",3301
"FDW15","OUT049",2467
"FDI35","OUT027",4357
"FDO11","OUT017",4123
"FDN48","OUT046",1515
"NCA17","OUT049",2463
"NCN54","OUT013",1328
"FDP22","OUT013",900
"NCB54","OUT035",2215
"FDD08","OUT045",643
"DRM48","OUT010",-1387
"FDG41","OUT027",3189
"FDE44","OUT027",2173
"FDE26","OUT035",2503
"NCS38","OUT013",1876
"NCJ54","OUT018",3425
"FDI40","OUT019",-352
"FDN45","OUT018",3289
"FDU43","OUT046",3883
"FDI04","OUT010",1205
"NCC07","OUT018",1453
"NCC07","OUT019",-224
"NCD18","OUT045",3563
"FDU55","OUT035",4327
"FDX59","OUT035",799
"FDR52","OUT049",3107
"NCP17","OUT013",1108
"FDQ32","OUT045",1863
"NCT17","OUT049",3063
"FDO10","OUT049",1091
"FDE32","OUT049",735
"FDN44","OUT045",2523
"FDH02","OUT035",1591
"FDK60","OUT013",1676
"FDS24","OUT019",-464
"FDL03","OUT010",1285
"FDB46","OUT027",4789
"FDO48","OUT049",3663
"FDZ39","OUT049",1811
"FDT02","OUT027",1973
"FDC50","OUT013",1568
"FDP39","OUT035",1063
"DRG15","OUT018",729
"FDP10","OUT018",1413
"FDF53","OUT027",4301
"FDN34","OUT045",2695
"FDK02","OUT045",1871
"FDC23","OUT045",2803
"FDJ10","OUT019",304
"FDE53","OUT035",1911
"FDR25","OUT035",4415
"FDW50","OUT046",2603
"FDS09","OUT049",951
"FDW49","OUT010",893
"FDU51","OUT046",2883
"FDF28","OUT018",1829
"NCY30","OUT018",2617
"FDD44","OUT045",4115
"FDX09","OUT017",2939
"NCF30","OUT013",2000
"FDZ50","OUT019",1024
"FDW37","OUT013",1552
"FDD11","OUT049",4143
"DRH39","OUT018",953
"FDA36","OUT049",3039
"NCG43","OUT049",1519
"FDF02","OUT035",1911
"FDP57","OUT027",3109
"NCE42","OUT017",3787
"NCR38","OUT027",5309
"FDP03","OUT019",152
"FDO51","OUT035",967
"NCQ42","OUT046",2043
"NCM41","OUT046",1499
"FDH48","OUT027",2797
"DRF60","OUT046",3739
"FDJ27","OUT035",1847
"FDQ14","OUT013",2428
"FDN27","OUT017",2071
"NCQ02","OUT046",3003
"FDJ33","OUT049",2095
"FDP07","OUT027",4541
"DRE01","OUT049",3779
"FDU36","OUT045",1575
"FDL28","OUT017",3763
"NCX53","OUT046",2283
"FDZ39","OUT013",1800
"NCP42","OUT013",3148
"FDJ14","OUT035",1575
"FDK04","OUT049",975
"NCC19","OUT017",3131
"FDS09","OUT018",665
"FDZ02","OUT046",1643
"FDD35","OUT018",1753
"NCY42","OUT017",2423
"FDB05","OUT045",3815
"FDF20","OUT035",3351
"NCO41","OUT018",1369
"FDC40","OUT027",2701
"FDV58","OUT045",2999
"FDZ57","OUT045",2063
"DRM35","OUT046",2867
"DRN36","OUT018",1289
"FDQ13","OUT046",1435
"DRO35","OUT010",-55
"NCD43","OUT035",1879
"FDA51","OUT018",1565
"NCX17","OUT027",5061
"NCZ17","OUT049",727
"FDR11","OUT027",3949
"FDW34","OUT049",3923
"FDN50","OUT017",1699
"FDS09","OUT046",875
"FDS48","OUT018",2213
"FDL44","OUT049",2727
"DRF48","OUT018",2749
"FDA14","OUT018",2129
"NCD30","OUT049",1575
"FDI16","OUT017",963
"NCG06","OUT035",4247
"DRZ24","OUT035",2095
"NCS17","OUT045",1459
"FDB37","OUT045",3823
"FDE10","OUT035",2295
"FDC57","OUT045",3067
"FDM12","OUT018",2805
"FDE24","OUT049",2303
"FDW22","OUT045",3471
"DRD01","OUT027",2317
"NCZ18","OUT027",5317
"FDN49","OUT045",671
"FDR22","OUT035",1943
"FDV08","OUT019",-1072
"FDY39","OUT046",3019
"FDV36","OUT049",2107
"FDO60","OUT045",719
"FDU04","OUT027",3373
"FDR20","OUT027",2285
"FDW19","OUT019",-32
"FDU40","OUT049",3139
"FDK15","OUT045",1511
"DRF15","OUT035",2583
"FDQ25","OUT017",2971
"FDI48","OUT019",-976
"FDS49","OUT046",1283
"FDV22","OUT046",2587
"NCV42","OUT046",1755
"FDX26","OUT046",2883
"FDI33","OUT018",1241
"FDZ14","OUT049",2027
"FDG10","OUT013",1056
"FDM38","OUT018",677
"FDG26","OUT027",5485
"FDH46","OUT035",1879
"FDN13","OUT018",1373
"FDU57","OUT035",2599
"NCI06","OUT046",2843
"FDM38","OUT045",867
"NCG42","OUT010",105
"FDL39","OUT045",2799
"FDT31","OUT019",1208
"FDV59","OUT013",3504
"FDB49","OUT035",1879
"FDD58","OUT049",1763
"DRN59","OUT046",779
"FDX48","OUT049",2575
"FDQ11","OUT049",4143
"FDY12","OUT049",951
"FDQ11","OUT045",4035
"DRI11","OUT017",2011
"FDY32","OUT027",4013
"FDS51","OUT045",939
"FDR19","OUT010",357
"DRB13","OUT018",2845
"FDS21","OUT035",1271
"FDQ40","OUT045",2771
"NCE55","OUT013",2788
"FDX43","OUT027",4069
"FDS12","OUT049",2039
"DRK01","OUT027",2917
"FDN25","OUT017",1123
"FDB60","OUT046",3107
"FDQ13","OUT017",1535
"DRK13","OUT045",2987
"DRF25","OUT018",385
"NCD42","OUT019",-1200
"FDW25","OUT045",1355
"NCV29","OUT027",4277
"NCK42","OUT035",3575
"DRJ13","OUT027",3909
"DRD15","OUT017",3767
"FDM27","OUT045",2435
"FDZ50","OUT018",2701
"FDC04","OUT046",3819
"FDF50","OUT049",3239
"FDP15","OUT045",4015
"FDK46","OUT035",4247
"FDZ56","OUT018",2493
"FDY60","OUT049",2443
"FDB10","OUT035",3927
"FDR57","OUT045",2479
"FDU58","OUT049",3095
"FDH02","OUT046",1539
"FDP48","OUT013",3012
"FDI46","OUT035",4167
"FDW56","OUT013",3160
"NCM19","OUT010",-103
"FDS50","OUT027",4877
"FDK24","OUT013",792
"FDO36","OUT017",2995
"FDK45","OUT027",3461
"NCL05","OUT045",715
"FDL32","OUT018",1649
"FDA28","OUT049",2111
"FDY36","OUT018",1033
"FDP32","OUT018",1849
"FDL50","OUT046",2059
"DRC24","OUT049",2487
"NCS18","OUT017",1827
"FDD16","OUT017",1343
"NCV18","OUT013",1380
"FDX07","OUT046",3035
"NCZ05","OUT027",3085
"NCI31","OUT013",648
"FDK14","OUT049",1459
"NCR06","OUT045",659
"NCF54","OUT049",2795
"DRG23","OUT010",453
"FDD53","OUT046",731
"NCM31","OUT027",3613
"FDT16","OUT017",4279
"FDR40","OUT035",1527
"DRG25","OUT017",3059
"FDT10","OUT035",1223
"FDY32","OUT013",2672
"FDN50","OUT035",1655
"FDZ35","OUT019",-144
"NCP54","OUT045",1875
"NCD07","OUT035",1967
"FDS02","OUT018",2937
"DRN59","OUT018",589
"DRB24","OUT013",2508
"FDP37","OUT027",3421
"DRB01","OUT018",2773
"FDR47","OUT046",3067
"NCM31","OUT010",297
"NCF06","OUT027",5485
"NCV17","OUT027",3509
"FDS10","OUT049",2911
"FDN52","OUT035",1591
"FDZ48","OUT013",1876
"FDJ48","OUT049",4011
"DRB13","OUT027",4477
"FDV59","OUT017",3571
"FDL32","OUT035",2031
"FDZ12","OUT035",2455
"NCR06","OUT027",2069
"FDP51","OUT017",2087
"FDY22","OUT013",2312
"FDZ38","OUT049",2771
"NCO54","OUT035",1079
"FDR23","OUT035",2967
"FDM38","OUT049",1027
"FDS25","OUT013",1884
"FDZ22","OUT013",1424
"FDZ20","OUT019",2184
"FDD45","OUT010",-399
"FDN03","OUT049",4079
"NCW30","OUT046",4091
"FDY24","OUT027",2341
"FDJ26","OUT019",1488
"FDM15","OUT049",2583
"NCW54","OUT027",2309
"FDA23","OUT045",1583
"FDA39","OUT019",-1168
"FDZ12","OUT017",2419
"NCB42","OUT046",1899
"FDL16","OUT046",715
"FDO24","OUT019",712
"NCP42","OUT046",3075
"FDR19","OUT018",2161
"DRL01","OUT045",3647
"FDV37","OUT046",3219
"FDI41","OUT010",421
"FDF58","OUT049",1119
"NCF43","OUT018",2021
"FDN02","OUT049",3343
"NCP41","OUT035",1943
"NCY17","OUT027",2117
"FDL58","OUT027",5621
"NCA30","OUT027",4317
"FDE46","OUT018",2257
"FDY38","OUT035",3695
"NCH29","OUT027",2965
"FDO20","OUT045",3987
"FDP44","OUT018",1505
"FDM02","OUT027",2909
"FDJ14","OUT027",2773
"FDH04","OUT010",-431
"DRK23","OUT046",4011
"NCW05","OUT046",1683
"FDF12","OUT049",2415
"FDL51","OUT019",1472
"FDN03","OUT018",3801
"DRJ37","OUT049",2451
"FDM12","OUT019",1128
"FDA16","OUT045",3447
"NCB07","OUT017",3199
"NCI17","OUT019",-416
"FDR51","OUT046",2395
"FDJ55","OUT045",3583
"NCZ17","OUT013",700
"FDU25","OUT013",1076
"NCG18","OUT045",1603
"DRM11","OUT017",4231
"FDH16","OUT035",1655
"FDZ04","OUT018",789
"NCX53","OUT035",2487
"FDX38","OUT027",2245
"FDX09","OUT046",2827
"NCW05","OUT018",1461
"NCS41","OUT017",3063
"FDI26","OUT046",2875
"NCZ41","OUT027",3421
"NCK06","OUT046",1979
"FDX23","OUT027",2989
"NCA42","OUT046",2507
"FDC20","OUT049",1031
"DRC49","OUT018",2057
"FDX01","OUT013",1976
"FDC08","OUT045",3579
"FDC02","OUT017",4231
"FDK10","OUT045",2839
"DRC24","OUT013",2496
"FDW16","OUT019",-376
"NCU06","OUT018",3329
"DRA59","OUT045",2859
"FDR24","OUT019",-400
"DRL35","OUT018",549
"FDA49","OUT013",1476
"NCC55","OUT046",603
"DRD24","OUT019",384
"NCE55","OUT049",2815
"FDT33","OUT045",2695
"NCT53","OUT013",2680
"FDS26","OUT046",4067
"FDL22","OUT018",1261
"FDP44","OUT017",1875
"FDC52","OUT018",2197
"FDI53","OUT010",569
"FDZ23","OUT046",3027
"NCT18","OUT013",2924
"FDR13","OUT046",1963
"FDB09","OUT010",105
"FDZ60","OUT013",1780
"FDB11","OUT046",3627
"FDC10","OUT018",1729
"FDW56","OUT035",3311
"FDK14","OUT027",2821
"DRE27","OUT027",2877
"FDA38","OUT017",3919
"FDT11","OUT045",2999
"FDP15","OUT035",4255
"FDV27","OUT035",1687
"FDS36","OUT027",3221
"FDY40","OUT027",2213
"NCF19","OUT049",887
"FDF53","OUT045",2839
"FDS14","OUT027",3869
"FDE56","OUT046",1091
"FDZ19","OUT035",3047
"FDZ46","OUT013",1852
"FDR16","OUT046",3387
"FDG29","OUT018",465
"NCE30","OUT017",3435
"FDZ40","OUT046",891
"FDG58","OUT018",2277
"DRH03","OUT013",1560
"FDZ47","OUT045",1579
"FDV04","OUT018",2265
"FDZ10","OUT018",1801
"FDG46","OUT017",1999
"NCF07","OUT045",1531
"FDY44","OUT035",3383
"FDB21","OUT013",3856
"FDS20","OUT035",3143
"FDS49","OUT049",1347
"FDX55","OUT027",4925
"NCQ02","OUT018",2741
"FDR25","OUT013",4248
"DRG39","OUT045",807
"FDB46","OUT046",3403
"NCC30","OUT018",2605
"FDE58","OUT035",2103
"FDC05","OUT019",1224
"FDY15","OUT046",2459
"FDG14","OUT046",2475
"FDL08","OUT049",3991
"FDQ47","OUT013",628
"FDN12","OUT035",1959
"FDW10","OUT013",2872
"FDD02","OUT035",2103
"FDX35","OUT010",1721
"FDT35","OUT046",2739
"DRN47","OUT019",1016
"FDB11","OUT010",1673
"FDN20","OUT045",2675
"FDB59","OUT035",3367
"FDJ58","OUT045",2703
"FDU60","OUT046",2747
"FDS03","OUT049",1163
"FDU40","OUT019",1152
"DRH15","OUT049",775
"FDD04","OUT027",3645
"FDQ01","OUT046",3899
"FDF28","OUT035",2215
"FDD22","OUT010",-167
"FDY19","OUT046",1947
"FDN33","OUT035",1703
"FDV36","OUT035",2231
"FDW01","OUT010",513
"FDJ28","OUT049",3123
"FDB17","OUT035",3031
"FDM40","OUT049",2247
"FDV46","OUT045",2199
"FDQ44","OUT049",2039
"NCD42","OUT046",731
"DRH37","OUT046",2603
"FDR10","OUT018",2401
"NCD06","OUT027",2125
"FDI53","OUT046",2563
"FDG16","OUT035",3575
"DRB25","OUT046",1723
"FDY09","OUT046",2811
"FDX48","OUT045",2439
"FDC03","OUT010",1173
"FDT47","OUT035",1807
"FDW44","OUT027",4213
"FDT24","OUT017",1343
"FDT12","OUT019",1792
"NCS38","OUT035",1967
"FDO39","OUT035",3111
"FDA13","OUT046",683
"FDO48","OUT035",3751
"DRJ01","OUT017",2619
"FDD53","OUT018",441
"NCT05","OUT049",4131
"FDQ51","OUT045",791
"FDU60","OUT013",2640
"FDC59","OUT046",1123
"FDP36","OUT035",1095
"NCM19","OUT017",1907
"FDL16","OUT035",855
"FDE50","OUT018",2725
"NCR18","OUT013",788
"NCD30","OUT035",1751
"FDH31","OUT013",1744
"FDD56","OUT019",896
"FDC47","OUT049",3667
"FDZ21","OUT045",1515
"FDM01","OUT049",1783
"FDF24","OUT013",1472
"FDW23","OUT017",787
"FDY52","OUT018",801
"DRH37","OUT027",3997
"DRO47","OUT027",3205
"FDR25","OUT049",4291
"FDQ24","OUT027",5373
"DRJ51","OUT018",3377
"NCU06","OUT035",3783
"NCV18","OUT018",1057
"NCC06","OUT027",3493
"FDZ01","OUT018",1557
"FDT14","OUT017",2023
"FDD11","OUT019",2144
"FDN09","OUT017",3987
"NCO18","OUT010",885
"FDZ50","OUT045",2851
"FDS44","OUT013",3872
"FDI36","OUT045",3127
"FDA26","OUT010",1513
"NCY53","OUT049",1875
"FDF32","OUT049",3267
"FDF59","OUT010",113
"FDB20","OUT046",1307
"DRH11","OUT035",1143
"FDT03","OUT049",3059
"NCH06","OUT035",4023
"FDR55","OUT049",3095
"FDI10","OUT035",2951
"FDZ12","OUT045",2187
"FDM12","OUT049",3095
"DRB25","OUT045",1651
"NCS41","OUT013",2960
"NCT53","OUT049",2675
"NCD55","OUT013",720
"FDY08","OUT049",2355
"NCP55","OUT049",983
"FDA33","OUT013",2424
"FDQ33","OUT013",2404
"FDE45","OUT027",4317
"FDT26","OUT013",1988
"NCV53","OUT049",3871
"FDK60","OUT027",3013
"NCJ29","OUT046",1379
"FDI15","OUT045",4107
"FDX21","OUT013",1820
"FDV49","OUT019",2304
"DRO59","OUT046",1243
"FDZ14","OUT045",1919
"FDP32","OUT027",3453
"FDC33","OUT017",3359
"FDT14","OUT010",-47
"NCN54","OUT027",2669
"FDR57","OUT027",3933
"DRK12","OUT046",571
"FDX52","OUT049",3187
"FDX08","OUT010",989
"FDP10","OUT010",-307
"NCP50","OUT045",1223
"NCL06","OUT013",4120
"FDP25","OUT013",3572
"FDE53","OUT013",1732
"FDL27","OUT017",1263
"FDC35","OUT049",3379
"DRJ47","OUT010",801
"FDD16","OUT018",1005
"NCN42","OUT049",2371
"FDC38","OUT027",3525
"NCO07","OUT045",3319
"FDQ20","OUT049",787
"FDI32","OUT046",1811
"FDN20","OUT010",841
"DRJ51","OUT027",4981
"FDU08","OUT045",1575
"DRN37","OUT019",704
"FDD05","OUT010",29
"FDW15","OUT046",2443
"FDI52","OUT046",1955
"DRM11","OUT049",4243
"NCO06","OUT045",435
"FDU38","OUT049",3043
"FDU59","OUT018",2337
"FDJ10","OUT046",2235
"FDM13","OUT049",2235
"NCJ30","OUT019",768
"FDM45","OUT018",1753
"FDP36","OUT045",811
"NCD30","OUT010",-375
"FDN48","OUT017",1647
"FDY32","OUT049",2647
"FDU47","OUT046",2291
"FDF17","OUT019",1232
"FDP34","OUT017",2583
"FDA47","OUT049",2695
"DRD27","OUT027",2981
"FDW38","OUT045",803
"FDZ15","OUT019",16
"FDZ03","OUT027",4373
"NCN19","OUT049",3075
"FDG02","OUT035",3255
"FDS31","OUT035",3175
"FDW43","OUT019",1824
"FDZ47","OUT010",-299
"FDO57","OUT017",2651
"NCL07","OUT013",720
"NCV42","OUT013",1820
"FDP40","OUT017",1971
"FDP48","OUT019",1088
"FDH21","OUT017",2899
"NCP02","OUT049",1035
"FDK24","OUT049",883
"FDC41","OUT045",1111
"FDF08","OUT017",1603
"FDO49","OUT017",1083
"FDS56","OUT027",5621
"FDX46","OUT018",813
"FDQ07","OUT013",3612
"FDC32","OUT010",-443
"FDT21","OUT019",2040
"FDG58","OUT045",2435
"FDW14","OUT049",1483
"DRA12","OUT027",3637
"FDV27","OUT013",1560
"DRD25","OUT013",1836
"DRF48","OUT027",4349
"FDX24","OUT017",1671
"DRJ51","OUT046",3595
"FDE45","OUT045",2855
"FDE14","OUT046",1723
"FDG53","OUT045",2135
"FDT08","OUT046",2435
"DRC27","OUT027",5269
"FDG20","OUT035",3047
"FDC21","OUT046",1851
"FDV31","OUT018",2617
"FDB58","OUT045",2255
"FDV23","OUT046",1995
"FDA25","OUT019",-200
"FDC15","OUT046",2435
"FDU47","OUT049",2299
"FDE23","OUT013",944
"FDS08","OUT013",2916
"FDW03","OUT027",3165
"FDJ60","OUT018",2425
"FDM34","OUT017",2183
"FDW33","OUT013",1732
"FDZ40","OUT013",952
"FDE33","OUT018",1173
"NCC06","OUT010",101
"FDU11","OUT046",1915
"FDL44","OUT017",2783
"NCZ29","OUT017",2151
"FDG28","OUT010",2009
"FDL12","OUT018",781
"FDD52","OUT017",1811
"FDO15","OUT013",1312
"NCN29","OUT027",2253
"FDW36","OUT013",1800
"FDB21","OUT046",3803
"FDZ28","OUT013",2012
"FDY10","OUT035",2023
"DRG39","OUT017",979
"FDN28","OUT013",1748
"FDV15","OUT035",1839
"DRI13","OUT035",3639
"FDH20","OUT046",1659
"FDY51","OUT013",3544
"FDE16","OUT013",3348
"FDX40","OUT018",373
"FDC48","OUT018",1129
"FDS14","OUT046",2475
"FDX56","OUT017",3503
"FDI10","OUT046",2763
"FDI14","OUT013",2336
"DRM48","OUT013",624
"NCH07","OUT027",3885
"FDY26","OUT013",3408
"FDD02","OUT027",3341
"FDM12","OUT046",3043
"DRF01","OUT010",269
"FDV36","OUT046",2059
"DRI59","OUT013",3616
"FDV03","OUT018",2285
"FDO39","OUT017",3123
"NCB07","OUT018",2873
"FDH38","OUT027",3317
"FDZ13","OUT035",1031
"NCZ30","OUT046",1963
"NCA06","OUT035",711
"FDB04","OUT049",1479
"FDN50","OUT013",1632
"NCG06","OUT049",4103
"NCY17","OUT018",473
"FDC23","OUT046",2915
